店舗ID,店舗名,部門ID,部門名,日付,売上金額,客数,個数
S004,福岡支店,D007,文具,2025-03-10,235449,114,359
S004,福岡支店,D008,家電,2025-03-10,194292,102,329
S004,福岡支店,D009,玩具,2025-03-10,174816,86,363
S004,福岡支店,D010,雑貨,2025-03-10,164924,127,271
S005,札幌支店,D001,食品,2025-03-10,169399,119,373
S005,札幌支店,D002,飲料,2025-03-10,150259,96,297
S005,札幌支店,D003,菓子,2025-03-10,182195,77,318
S005,札幌支店,D004,日用品,2025-03-10,97715,102,192
S005,札幌支店,D005,衣類,2025-03-10,137550,105,331
S005,札幌支店,D006,化粧品,2025-03-10,234324,119,394
S005,札幌支店,D007,文具,2025-03-10,106652,103,259
S005,札幌支店,D008,家電,2025-03-10,129923,103,319
S005,札幌支店,D009,玩具,2025-03-10,132570,71,302
S005,札幌支店,D010,雑貨,2025-03-10,185145,74,316
S001,東京本店,D001,食品,2025-03-11,177909,83,295
S001,東京本店,D002,飲料,2025-03-11,141783,147,255
S001,東京本店,D003,菓子,2025-03-11,157940,86,314
S001,東京本店,D004,日用品,2025-03-11,234442,53,419
S001,東京本店,D005,衣類,2025-03-11,241581,120,374
S001,東京本店,D006,化粧品,2025-03-11,176136,97,321
S001,東京本店,D007,文具,2025-03-11,158370,101,357
S001,東京本店,D008,家電,2025-03-11,150544,49,250
S001,東京本店,D009,玩具,2025-03-11,159539,125,320
S001,東京本店,D010,雑貨,2025-03-11,147273,86,294
S002,大阪支店,D001,食品,2025-03-11,106678,118,223
S002,大阪支店,D002,飲料,2025-03-11,153457,133,299
S002,大阪支店,D003,菓子,2025-03-11,170754,110,310
S002,大阪支店,D004,日用品,2025-03-11,105745,127,272
S002,大阪支店,D005,衣類,2025-03-11,114467,90,258
S002,大阪支店,D006,化粧品,2025-03-11,148469,133,282
S002,大阪支店,D007,文具,2025-03-11,112319,115,220
S002,大阪支店,D008,家電,2025-03-11,195316,69,370
S002,大阪支店,D009,玩具,2025-03-11,165720,132,272
S002,大阪支店,D010,雑貨,2025-03-11,170424,96,253
S003,名古屋支店,D001,食品,2025-03-11,172524,111,341
S003,名古屋支店,D002,飲料,2025-03-11,135391,99,271
S003,名古屋支店,D003,菓子,2025-03-11,168131,90,341
S003,名古屋支店,D004,日用品,2025-03-11,155667,81,322
S003,名古屋支店,D005,衣類,2025-03-11,111258,107,252
S003,名古屋支店,D006,化粧品,2025-03-11,140339,103,281
S003,名古屋支店,D007,文具,2025-03-11,103322,95,321
S003,名古屋支店,D008,家電,2025-03-11,134646,78,272
S003,名古屋支店,D009,玩具,2025-03-11,135747,96,279
S003,名古屋支店,D010,雑貨,2025-03-11,118349,101,295
S004,福岡支店,D001,食品,2025-03-11,99165,69,276
S004,福岡支店,D002,飲料,2025-03-11,178333,129,307
S004,福岡支店,D003,菓子,2025-03-11,162636,84,294
S004,福岡支店,D004,日用品,2025-03-11,180424,96,339
S004,福岡支店,D005,衣類,2025-03-11,261403,68,389
S004,福岡支店,D006,化粧品,2025-03-11,256519,124,358
S004,福岡支店,D007,文具,2025-03-11,224852,114,290
S004,福岡支店,D008,家電,2025-03-11,87771,86,273
S004,福岡支店,D009,玩具,2025-03-11,124040,128,259
S004,福岡支店,D010,雑貨,2025-03-11,165589,91,300
S005,札幌支店,D001,食品,2025-03-11,116527,98,262
S005,札幌支店,D002,飲料,2025-03-11,177519,65,348
S005,札幌支店,D003,菓子,2025-03-11,209972,105,401
S005,札幌支店,D004,日用品,2025-03-11,143539,106,283
S005,札幌支店,D005,衣類,2025-03-11,159577,107,280
S005,札幌支店,D006,化粧品,2025-03-11,126078,144,289
S005,札幌支店,D007,文具,2025-03-11,166186,108,283
S005,札幌支店,D008,家電,2025-03-11,146649,128,364
S005,札幌支店,D009,玩具,2025-03-11,155676,75,313
S005,札幌支店,D010,雑貨,2025-03-11,144217,106,260
S001,東京本店,D001,食品,2025-03-12,190098,88,400
S001,東京本店,D002,飲料,2025-03-12,154578,129,329
S001,東京本店,D003,菓子,2025-03-12,136580,92,264
S001,東京本店,D004,日用品,2025-03-12,140821,106,288
S001,東京本店,D005,衣類,2025-03-12,207320,71,319
S001,東京本店,D006,化粧品,2025-03-12,228748,111,386
S001,東京本店,D007,文具,2025-03-12,99067,128,264
S001,東京本店,D008,家電,2025-03-12,196489,79,340
S001,東京本店,D009,玩具,2025-03-12,109682,120,265
S001,東京本店,D010,雑貨,2025-03-12,177526,87,266
S002,大阪支店,D001,食品,2025-03-12,87965,121,202
S002,大阪支店,D002,飲料,2025-03-12,175343,112,311
S002,大阪支店,D003,菓子,2025-03-12,65298,89,279
S002,大阪支店,D004,日用品,2025-03-12,144863,122,271
S002,大阪支店,D005,衣類,2025-03-12,128926,94,290
S002,大阪支店,D006,化粧品,2025-03-12,106973,97,283
S002,大阪支店,D007,文具,2025-03-12,143604,141,299
S002,大阪支店,D008,家電,2025-03-12,214554,119,372
S002,大阪支店,D009,玩具,2025-03-12,140327,82,258
S002,大阪支店,D010,雑貨,2025-03-12,131599,104,300
S003,名古屋支店,D001,食品,2025-03-12,144052,106,266
S003,名古屋支店,D002,飲料,2025-03-12,141311,36,326
S003,名古屋支店,D003,菓子,2025-03-12,148808,102,294
S003,名古屋支店,D004,日用品,2025-03-12,132194,90,320
S003,名古屋支店,D005,衣類,2025-03-12,118399,81,302
S003,名古屋支店,D006,化粧品,2025-03-12,185375,100,363
S003,名古屋支店,D007,文具,2025-03-12,128938,94,263
S003,名古屋支店,D008,家電,2025-03-12,182578,62,281
S003,名古屋支店,D009,玩具,2025-03-12,84080,79,256
S003,名古屋支店,D010,雑貨,2025-03-12,198161,110,337
S004,福岡支店,D001,食品,2025-03-12,202551,99,434
S004,福岡支店,D002,飲料,2025-03-12,149367,99,280
S004,福岡支店,D003,菓子,2025-03-12,150119,77,252
S004,福岡支店,D004,日用品,2025-03-12,117840,119,207
S004,福岡支店,D005,衣類,2025-03-12,104229,99,294
S004,福岡支店,D006,化粧品,2025-03-12,84760,117,202
S004,福岡支店,D007,文具,2025-03-12,128158,92,318
S004,福岡支店,D008,家電,2025-03-12,118205,110,386
S004,福岡支店,D009,玩具,2025-03-12,147069,105,264
S004,福岡支店,D010,雑貨,2025-03-12,169462,126,273
S005,札幌支店,D001,食品,2025-03-12,217056,128,366
S005,札幌支店,D002,飲料,2025-03-12,188593,89,368
S005,札幌支店,D003,菓子,2025-03-12,124777,96,317
S005,札幌支店,D004,日用品,2025-03-12,190485,101,357
S005,札幌支店,D005,衣類,2025-03-12,70580,73,255
S005,札幌支店,D006,化粧品,2025-03-12,128835,99,294
S005,札幌支店,D007,文具,2025-03-12,106400,103,232
S005,札幌支店,D008,家電,2025-03-12,123587,124,228
S005,札幌支店,D009,玩具,2025-03-12,123076,110,278
S005,札幌支店,D010,雑貨,2025-03-12,160879,119,341
S001,東京本店,D001,食品,2025-03-13,146983,105,319
S001,東京本店,D002,飲料,2025-03-13,168958,99,309
S001,東京本店,D003,菓子,2025-03-13,80354,138,295
S001,東京本店,D004,日用品,2025-03-13,154135,101,291
S001,東京本店,D005,衣類,2025-03-13,146233,115,257
S001,東京本店,D006,化粧品,2025-03-13,175573,123,275
S001,東京本店,D007,文具,2025-03-13,113885,132,297
S001,東京本店,D008,家電,2025-03-13,95920,92,323
S001,東京本店,D009,玩具,2025-03-13,187337,93,305
S001,東京本店,D010,雑貨,2025-03-13,167233,152,349
S002,大阪支店,D001,食品,2025-03-13,131541,80,307
S002,大阪支店,D002,飲料,2025-03-13,92453,103,250
S002,大阪支店,D003,菓子,2025-03-13,169273,112,295
S002,大阪支店,D004,日用品,2025-03-13,178750,68,359
S002,大阪支店,D005,衣類,2025-03-13,99953,123,226
S002,大阪支店,D006,化粧品,2025-03-13,111869,69,369
S002,大阪支店,D007,文具,2025-03-13,151797,113,239
S002,大阪支店,D008,家電,2025-03-13,150021,90,291
S002,大阪支店,D009,玩具,2025-03-13,102953,93,203
S002,大阪支店,D010,雑貨,2025-03-13,181462,87,343
S003,名古屋支店,D001,食品,2025-03-13,142372,77,260
S003,名古屋支店,D002,飲料,2025-03-13,119409,100,348
S003,名古屋支店,D003,菓子,2025-03-13,215871,99,428
S003,名古屋支店,D004,日用品,2025-03-13,178211,120,348
S003,名古屋支店,D005,衣類,2025-03-13,172121,139,288
S003,名古屋支店,D006,化粧品,2025-03-13,126886,87,286
S003,名古屋支店,D007,文具,2025-03-13,142135,73,290
S003,名古屋支店,D008,家電,2025-03-13,155361,65,263
S003,名古屋支店,D009,玩具,2025-03-13,160091,79,322
S003,名古屋支店,D010,雑貨,2025-03-13,131719,79,297
S004,福岡支店,D001,食品,2025-03-13,197671,97,365
S004,福岡支店,D002,飲料,2025-03-13,153441,132,298
S004,福岡支店,D003,菓子,2025-03-13,157481,116,372
S004,福岡支店,D004,日用品,2025-03-13,164706,105,292
S004,福岡支店,D005,衣類,2025-03-13,124942,118,304
S004,福岡支店,D006,化粧品,2025-03-13,93554,95,258
S004,福岡支店,D007,文具,2025-03-13,245674,73,389
S004,福岡支店,D008,家電,2025-03-13,235551,111,320
S004,福岡支店,D009,玩具,2025-03-13,129365,115,253
S004,福岡支店,D010,雑貨,2025-03-13,201069,64,333
S005,札幌支店,D001,食品,2025-03-13,146368,102,283
S005,札幌支店,D002,飲料,2025-03-13,112798,107,280
S005,札幌支店,D003,菓子,2025-03-13,89374,101,276
S005,札幌支店,D004,日用品,2025-03-13,172809,97,319
S005,札幌支店,D005,衣類,2025-03-13,245551,143,412
S005,札幌支店,D006,化粧品,2025-03-13,167228,101,290
S005,札幌支店,D007,文具,2025-03-13,137423,124,249
S005,札幌支店,D008,家電,2025-03-13,133424,62,257
S005,札幌支店,D009,玩具,2025-03-13,117807,146,307
S005,札幌支店,D010,雑貨,2025-03-13,191126,85,326
S001,東京本店,D001,食品,2025-03-14,153750,93,273
S001,東京本店,D002,飲料,2025-03-14,216832,117,380
S001,東京本店,D003,菓子,2025-03-14,119111,108,351
S001,東京本店,D004,日用品,2025-03-14,195406,72,361
S001,東京本店,D005,衣類,2025-03-14,153926,107,300
S001,東京本店,D006,化粧品,2025-03-14,157258,78,320
S001,東京本店,D007,文具,2025-03-14,144202,75,274
S001,東京本店,D008,家電,2025-03-14,140330,89,317
S001,東京本店,D009,玩具,2025-03-14,139038,105,283
S001,東京本店,D010,雑貨,2025-03-14,116027,102,242
S002,大阪支店,D001,食品,2025-03-14,123222,77,271
S002,大阪支店,D002,飲料,2025-03-14,199671,117,380
S002,大阪支店,D003,菓子,2025-03-14,151948,91,320
S002,大阪支店,D004,日用品,2025-03-14,214936,120,347
S002,大阪支店,D005,衣類,2025-03-14,232614,89,378
S002,大阪支店,D006,化粧品,2025-03-14,164465,99,318
S002,大阪支店,D007,文具,2025-03-14,147686,66,371
S002,大阪支店,D008,家電,2025-03-14,100754,119,238
S002,大阪支店,D009,玩具,2025-03-14,163399,100,331
S002,大阪支店,D010,雑貨,2025-03-14,121599,101,348
S003,名古屋支店,D001,食品,2025-03-14,135559,93,231
S003,名古屋支店,D002,飲料,2025-03-14,163667,104,377
S003,名古屋支店,D003,菓子,2025-03-14,128658,84,232
S003,名古屋支店,D004,日用品,2025-03-14,238094,89,371
S003,名古屋支店,D005,衣類,2025-03-14,205569,73,375
S003,名古屋支店,D006,化粧品,2025-03-14,121652,148,298
S003,名古屋支店,D007,文具,2025-03-14,174667,111,303
S003,名古屋支店,D008,家電,2025-03-14,133878,108,286
S003,名古屋支店,D009,玩具,2025-03-14,171570,103,357
S003,名古屋支店,D010,雑貨,2025-03-14,137533,99,280
S004,福岡支店,D001,食品,2025-03-14,144321,89,326
S004,福岡支店,D002,飲料,2025-03-14,195268,95,323
S004,福岡支店,D003,菓子,2025-03-14,124581,113,240
S004,福岡支店,D004,日用品,2025-03-14,112794,99,382
S004,福岡支店,D005,衣類,2025-03-14,134542,90,303
S004,福岡支店,D006,化粧品,2025-03-14,167367,95,368
S004,福岡支店,D007,文具,2025-03-14,220457,94,332
S004,福岡支店,D008,家電,2025-03-14,147839,75,298
S004,福岡支店,D009,玩具,2025-03-14,162707,85,308
S004,福岡支店,D010,雑貨,2025-03-14,115354,82,220
S005,札幌支店,D001,食品,2025-03-14,239328,102,407
S005,札幌支店,D002,飲料,2025-03-14,239844,124,395
S005,札幌支店,D003,菓子,2025-03-14,115561,108,290
S005,札幌支店,D004,日用品,2025-03-14,159597,88,345
S005,札幌支店,D005,衣類,2025-03-14,198576,114,329
S005,札幌支店,D006,化粧品,2025-03-14,138557,88,311
S005,札幌支店,D007,文具,2025-03-14,176799,120,308
S005,札幌支店,D008,家電,2025-03-14,211562,95,303
S005,札幌支店,D009,玩具,2025-03-14,154387,143,297
S005,札幌支店,D010,雑貨,2025-03-14,193131,86,302
S001,東京本店,D001,食品,2025-03-15,431865,161,519
S001,東京本店,D002,飲料,2025-03-15,557127,153,542
S001,東京本店,D003,菓子,2025-03-15,232995,174,431
S001,東京本店,D004,日用品,2025-03-15,382643,138,432
S001,東京本店,D005,衣類,2025-03-15,292976,166,390
S001,東京本店,D006,化粧品,2025-03-15,301072,170,356
S001,東京本店,D007,文具,2025-03-15,248053,101,296
S001,東京本店,D008,家電,2025-03-15,467141,223,589
S001,東京本店,D009,玩具,2025-03-15,360888,169,396
S001,東京本店,D010,雑貨,2025-03-15,188830,129,467
S002,大阪支店,D001,食品,2025-03-15,395984,130,515
S002,大阪支店,D002,飲料,2025-03-15,363257,152,437
S002,大阪支店,D003,菓子,2025-03-15,410161,108,474
S002,大阪支店,D004,日用品,2025-03-15,260195,198,323
S002,大阪支店,D005,衣類,2025-03-15,444092,178,513
S002,大阪支店,D006,化粧品,2025-03-15,296674,123,484
S002,大阪支店,D007,文具,2025-03-15,368390,154,444
S002,大阪支店,D008,家電,2025-03-15,379400,176,455
S002,大阪支店,D009,玩具,2025-03-15,169608,169,421
S002,大阪支店,D010,雑貨,2025-03-15,122255,139,262
S003,名古屋支店,D001,食品,2025-03-15,253491,221,364
S003,名古屋支店,D002,飲料,2025-03-15,369570,147,417
S003,名古屋支店,D003,菓子,2025-03-15,330968,162,405
S003,名古屋支店,D004,日用品,2025-03-15,524919,133,541
S003,名古屋支店,D005,衣類,2025-03-15,413678,144,437
S003,名古屋支店,D006,化粧品,2025-03-15,224098,113,432
S003,名古屋支店,D007,文具,2025-03-15,343257,175,395
S003,名古屋支店,D008,家電,2025-03-15,199187,161,252
S003,名古屋支店,D009,玩具,2025-03-15,327484,141,476
S003,名古屋支店,D010,雑貨,2025-03-15,336368,121,339
S004,福岡支店,D001,食品,2025-03-15,324737,107,377
S004,福岡支店,D002,飲料,2025-03-15,447743,163,525
S004,福岡支店,D003,菓子,2025-03-15,226409,135,496
S004,福岡支店,D004,日用品,2025-03-15,218236,137,321
S004,福岡支店,D005,衣類,2025-03-15,281997,163,433
S004,福岡支店,D006,化粧品,2025-03-15,311272,176,448
S004,福岡支店,D007,文具,2025-03-15,301629,200,413
S004,福岡支店,D008,家電,2025-03-15,406781,149,486
S004,福岡支店,D009,玩具,2025-03-15,450228,156,508
S004,福岡支店,D010,雑貨,2025-03-15,502329,105,469
S005,札幌支店,D001,食品,2025-03-15,277028,158,464
S005,札幌支店,D002,飲料,2025-03-15,285283,182,491
S005,札幌支店,D003,菓子,2025-03-15,470772,128,434
S005,札幌支店,D004,日用品,2025-03-15,326118,155,372
S005,札幌支店,D005,衣類,2025-03-15,230348,137,417
S005,札幌支店,D006,化粧品,2025-03-15,380554,188,396
S005,札幌支店,D007,文具,2025-03-15,382001,136,562
S005,札幌支店,D008,家電,2025-03-15,388014,164,549
S005,札幌支店,D009,玩具,2025-03-15,316105,119,357
S005,札幌支店,D010,雑貨,2025-03-15,333536,127,440
S001,東京本店,D001,食品,2025-03-16,216925,197,461
S001,東京本店,D002,飲料,2025-03-16,298910,143,376
S001,東京本店,D003,菓子,2025-03-16,463904,95,559
S001,東京本店,D004,日用品,2025-03-16,207851,167,373
S001,東京本店,D005,衣類,2025-03-16,423131,147,523
S001,東京本店,D006,化粧品,2025-03-16,259901,226,455
S001,東京本店,D007,文具,2025-03-16,336840,172,422
S001,東京本店,D008,家電,2025-03-16,322038,135,393
S001,東京本店,D009,玩具,2025-03-16,508178,148,483
S001,東京本店,D010,雑貨,2025-03-16,218646,147,540
S002,大阪支店,D001,食品,2025-03-16,266703,139,360
S002,大阪支店,D002,飲料,2025-03-16,412303,154,479
S002,大阪支店,D003,菓子,2025-03-16,355451,137,460
S002,大阪支店,D004,日用品,2025-03-16,159685,164,434
S002,大阪支店,D005,衣類,2025-03-16,394297,131,499
S002,大阪支店,D006,化粧品,2025-03-16,350286,132,420
S002,大阪支店,D007,文具,2025-03-16,216812,145,320
S002,大阪支店,D008,家電,2025-03-16,258193,110,362
S002,大阪支店,D009,玩具,2025-03-16,401210,79,478
S002,大阪支店,D010,雑貨,2025-03-16,320865,143,385
S003,名古屋支店,D001,食品,2025-03-16,295124,107,433
S003,名古屋支店,D002,飲料,2025-03-16,430953,132,493
S003,名古屋支店,D003,菓子,2025-03-16,287138,188,378
S003,名古屋支店,D004,日用品,2025-03-16,495992,105,591
S003,名古屋支店,D005,衣類,2025-03-16,339064,87,488
S003,名古屋支店,D006,化粧品,2025-03-16,329333,168,447
S003,名古屋支店,D007,文具,2025-03-16,432681,179,483
S003,名古屋支店,D008,家電,2025-03-16,446343,80,451
S003,名古屋支店,D009,玩具,2025-03-16,387804,155,481
S003,名古屋支店,D010,雑貨,2025-03-16,393993,146,465
S004,福岡支店,D001,食品,2025-03-16,315688,185,472
S004,福岡支店,D002,飲料,2025-03-16,205949,160,309
S004,福岡支店,D003,菓子,2025-03-16,379007,169,503
S004,福岡支店,D004,日用品,2025-03-16,304205,155,556
S004,福岡支店,D005,衣類,2025-03-16,402471,147,451
S004,福岡支店,D006,化粧品,2025-03-16,344037,132,402
S004,福岡支店,D007,文具,2025-03-16,338541,196,424
S004,福岡支店,D008,家電,2025-03-16,472310,160,511
S004,福岡支店,D009,玩具,2025-03-16,231879,201,370
S004,福岡支店,D010,雑貨,2025-03-16,189023,189,456
S005,札幌支店,D001,食品,2025-03-16,304440,233,484
S005,札幌支店,D002,飲料,2025-03-16,271563,136,467
S005,札幌支店,D003,菓子,2025-03-16,300929,183,471
S005,札幌支店,D004,日用品,2025-03-16,170959,101,303
S005,札幌支店,D005,衣類,2025-03-16,393638,141,479
S005,札幌支店,D006,化粧品,2025-03-16,195214,168,430
S005,札幌支店,D007,文具,2025-03-16,351299,88,419
S005,札幌支店,D008,家電,2025-03-16,323183,168,415
S005,札幌支店,D009,玩具,2025-03-16,463309,146,454
S005,札幌支店,D010,雑貨,2025-03-16,140030,185,317
S001,東京本店,D001,食品,2025-03-17,135393,118,262
S001,東京本店,D002,飲料,2025-03-17,132949,100,272
S001,東京本店,D003,菓子,2025-03-17,173354,116,361
S001,東京本店,D004,日用品,2025-03-17,166090,100,374
S001,東京本店,D005,衣類,2025-03-17,168219,93,336
S001,東京本店,D006,化粧品,2025-03-17,144376,151,344
S001,東京本店,D007,文具,2025-03-17,128571,109,266
S001,東京本店,D008,家電,2025-03-17,128072,105,271
S001,東京本店,D009,玩具,2025-03-17,114567,105,279
S001,東京本店,D010,雑貨,2025-03-17,195299,107,329
S002,大阪支店,D001,食品,2025-03-17,116398,120,248
S002,大阪支店,D002,飲料,2025-03-17,248619,63,360
S002,大阪支店,D003,菓子,2025-03-17,166585,117,263
S002,大阪支店,D004,日用品,2025-03-17,222095,65,347
S002,大阪支店,D005,衣類,2025-03-17,175044,110,280
S002,大阪支店,D006,化粧品,2025-03-17,116637,119,274
S002,大阪支店,D007,文具,2025-03-17,145756,69,307
S002,大阪支店,D008,家電,2025-03-17,166241,96,324
S002,大阪支店,D009,玩具,2025-03-17,200986,107,317
S002,大阪支店,D010,雑貨,2025-03-17,142863,100,258
S003,名古屋支店,D001,食品,2025-03-17,174725,138,349
S003,名古屋支店,D002,飲料,2025-03-17,167002,74,327
S003,名古屋支店,D003,菓子,2025-03-17,71293,87,198
S003,名古屋支店,D004,日用品,2025-03-17,180219,109,318
S003,名古屋支店,D005,衣類,2025-03-17,170435,111,324
S003,名古屋支店,D006,化粧品,2025-03-17,126228,119,341
S003,名古屋支店,D007,文具,2025-03-17,118573,93,275
S003,名古屋支店,D008,家電,2025-03-17,113964,94,275
S003,名古屋支店,D009,玩具,2025-03-17,111860,72,250
S003,名古屋支店,D010,雑貨,2025-03-17,112180,110,254
S004,福岡支店,D001,食品,2025-03-17,120625,118,277
S004,福岡支店,D002,飲料,2025-03-17,102396,48,311
S004,福岡支店,D003,菓子,2025-03-17,56821,82,247
S004,福岡支店,D004,日用品,2025-03-17,139758,112,376
S004,福岡支店,D005,衣類,2025-03-17,144654,80,272
S004,福岡支店,D006,化粧品,2025-03-17,144774,78,303
S004,福岡支店,D007,文具,2025-03-17,130679,128,293
S004,福岡支店,D008,家電,2025-03-17,137233,116,259
S004,福岡支店,D009,玩具,2025-03-17,122470,114,328
S004,福岡支店,D010,雑貨,2025-03-17,130342,98,265
S005,札幌支店,D001,食品,2025-03-17,129251,119,257
S005,札幌支店,D002,飲料,2025-03-17,173301,84,411
S005,札幌支店,D003,菓子,2025-03-17,120065,107,253
S005,札幌支店,D004,日用品,2025-03-17,180021,87,298
S005,札幌支店,D005,衣類,2025-03-17,219800,132,375
S005,札幌支店,D006,化粧品,2025-03-17,173127,74,286
S005,札幌支店,D007,文具,2025-03-17,46787,85,331
S005,札幌支店,D008,家電,2025-03-17,126414,94,240
S005,札幌支店,D009,玩具,2025-03-17,110989,133,304
S005,札幌支店,D010,雑貨,2025-03-17,180145,73,288
S001,東京本店,D001,食品,2025-03-18,205427,78,362
S001,東京本店,D002,飲料,2025-03-18,134756,94,295
S001,東京本店,D003,菓子,2025-03-18,107941,107,307
S001,東京本店,D004,日用品,2025-03-18,251419,116,385
S001,東京本店,D005,衣類,2025-03-18,104444,78,230
S001,東京本店,D006,化粧品,2025-03-18,173179,107,284
S001,東京本店,D007,文具,2025-03-18,146084,78,322
S001,東京本店,D008,家電,2025-03-18,136983,96,255
S001,東京本店,D009,玩具,2025-03-18,157780,72,292
S001,東京本店,D010,雑貨,2025-03-18,127366,125,244
S002,大阪支店,D001,食品,2025-03-18,84357,115,250
S002,大阪支店,D002,飲料,2025-03-18,197362,78,388
S002,大阪支店,D003,菓子,2025-03-18,157907,83,303
S002,大阪支店,D004,日用品,2025-03-18,149686,74,354
S002,大阪支店,D005,衣類,2025-03-18,142324,88,302
S002,大阪支店,D006,化粧品,2025-03-18,194747,65,367
S002,大阪支店,D007,文具,2025-03-18,171578,117,274
S002,大阪支店,D008,家電,2025-03-18,148838,92,356
S002,大阪支店,D009,玩具,2025-03-18,205081,110,322
S002,大阪支店,D010,雑貨,2025-03-18,116725,116,307
S003,名古屋支店,D001,食品,2025-03-18,134342,112,324
S003,名古屋支店,D002,飲料,2025-03-18,188593,107,318
S003,名古屋支店,D003,菓子,2025-03-18,143928,98,307
S003,名古屋支店,D004,日用品,2025-03-18,208358,104,302
S003,名古屋支店,D005,衣類,2025-03-18,191921,111,386
S003,名古屋支店,D006,化粧品,2025-03-18,92033,68,320
S003,名古屋支店,D007,文具,2025-03-18,134406,103,343
S003,名古屋支店,D008,家電,2025-03-18,163699,105,328
S003,名古屋支店,D009,玩具,2025-03-18,201773,134,338
S003,名古屋支店,D010,雑貨,2025-03-18,165005,78,324
S004,福岡支店,D001,食品,2025-03-18,126689,67,294
S004,福岡支店,D002,飲料,2025-03-18,122826,77,295
S004,福岡支店,D003,菓子,2025-03-18,222074,128,389
S004,福岡支店,D004,日用品,2025-03-18,175697,88,431
S004,福岡支店,D005,衣類,2025-03-18,103805,122,288
S004,福岡支店,D006,化粧品,2025-03-18,158084,134,269
S004,福岡支店,D007,文具,2025-03-18,152639,74,241
S004,福岡支店,D008,家電,2025-03-18,109398,117,246
S004,福岡支店,D009,玩具,2025-03-18,139017,89,311
S004,福岡支店,D010,雑貨,2025-03-18,170348,75,397
S005,札幌支店,D001,食品,2025-03-18,189984,66,374
S005,札幌支店,D002,飲料,2025-03-18,157513,89,343
S005,札幌支店,D003,菓子,2025-03-18,181899,80,348
S005,札幌支店,D004,日用品,2025-03-18,204897,90,324
S005,札幌支店,D005,衣類,2025-03-18,135999,85,278
S005,札幌支店,D006,化粧品,2025-03-18,160818,124,334
S005,札幌支店,D007,文具,2025-03-18,136497,104,321
S005,札幌支店,D008,家電,2025-03-18,178905,119,276
S005,札幌支店,D009,玩具,2025-03-18,255597,113,392
S005,札幌支店,D010,雑貨,2025-03-18,162894,84,348
S001,東京本店,D001,食品,2025-03-19,80678,79,255
S001,東京本店,D002,飲料,2025-03-19,158756,85,328
S001,東京本店,D003,菓子,2025-03-19,147657,59,273
S001,東京本店,D004,日用品,2025-03-19,157878,121,290
S001,東京本店,D005,衣類,2025-03-19,122476,126,253
S001,東京本店,D006,化粧品,2025-03-19,121602,91,181
S001,東京本店,D007,文具,2025-03-19,164301,98,296
S001,東京本店,D008,家電,2025-03-19,182291,100,343
S001,東京本店,D009,玩具,2025-03-19,121158,77,311
S001,東京本店,D010,雑貨,2025-03-19,183251,132,276
S002,大阪支店,D001,食品,2025-03-19,73454,118,290
S002,大阪支店,D002,飲料,2025-03-19,195220,117,342
S002,大阪支店,D003,菓子,2025-03-19,135549,105,311
S002,大阪支店,D004,日用品,2025-03-19,132731,105,279
S002,大阪支店,D005,衣類,2025-03-19,116957,113,238
S002,大阪支店,D006,化粧品,2025-03-19,176928,99,351
S002,大阪支店,D007,文具,2025-03-19,152897,89,335
S002,大阪支店,D008,家電,2025-03-19,106127,118,332
S002,大阪支店,D009,玩具,2025-03-19,155248,100,305
S002,大阪支店,D010,雑貨,2025-03-19,112832,113,227
S003,名古屋支店,D001,食品,2025-03-19,202718,88,328
S003,名古屋支店,D002,飲料,2025-03-19,122492,71,300
S003,名古屋支店,D003,菓子,2025-03-19,121140,75,338
S003,名古屋支店,D004,日用品,2025-03-19,150179,68,393
S003,名古屋支店,D005,衣類,2025-03-19,150443,103,247
S003,名古屋支店,D006,化粧品,2025-03-19,160247,101,312
S003,名古屋支店,D007,文具,2025-03-19,144178,88,337
S003,名古屋支店,D008,家電,2025-03-19,220950,95,385
S003,名古屋支店,D009,玩具,2025-03-19,106325,109,343
S003,名古屋支店,D010,雑貨,2025-03-19,170471,97,285
S004,福岡支店,D001,食品,2025-03-19,159914,126,295
S004,福岡支店,D002,飲料,2025-03-19,158562,84,328
S004,福岡支店,D003,菓子,2025-03-19,131289,73,289
S004,福岡支店,D004,日用品,2025-03-19,144528,104,256
S004,福岡支店,D005,衣類,2025-03-19,117190,101,226
S004,福岡支店,D006,化粧品,2025-03-19,132713,88,208
S004,福岡支店,D007,文具,2025-03-19,151518,139,316
S004,福岡支店,D008,家電,2025-03-19,165417,94,314
S004,福岡支店,D009,玩具,2025-03-19,129865,121,218
S004,福岡支店,D010,雑貨,2025-03-19,141029,95,260
S005,札幌支店,D001,食品,2025-03-19,98537,101,366
S005,札幌支店,D002,飲料,2025-03-19,143670,96,269
S005,札幌支店,D003,菓子,2025-03-19,169303,111,290
S005,札幌支店,D004,日用品,2025-03-19,137700,86,294
S005,札幌支店,D005,衣類,2025-03-19,141215,94,248
S005,札幌支店,D006,化粧品,2025-03-19,118639,75,269
S005,札幌支店,D007,文具,2025-03-19,166007,98,309
S005,札幌支店,D008,家電,2025-03-19,151117,104,295
S005,札幌支店,D009,玩具,2025-03-19,171096,115,332
S005,札幌支店,D010,雑貨,2025-03-19,84375,69,303
S001,東京本店,D001,食品,2025-03-20,161975,97,365
S001,東京本店,D002,飲料,2025-03-20,108556,106,349
S001,東京本店,D003,菓子,2025-03-20,134428,95,312
